workerid,proportion,trial,Answer.time_in_minutes,rating,Answer.condition,sentence,Answer.misread_instructions,quantifier
0,10,1,4.6248,0,,... all of the gumballs.,,all
0,10,1,4.6248,0,,... many of the gumballs.,,many
0,10,1,4.6248,0.32,,... some of the gumballs.,,some
0,10,1,4.6248,0.6799999999999999,,,,other
0,100,2,4.6248,1,,... all of the gumballs.,,all
0,100,2,4.6248,0,,... many of the gumballs.,,many
0,100,2,4.6248,0,,... some of the gumballs.,,some
0,100,2,4.6248,0,,,,other
0,90,3,4.6248,0,,... all of the gumballs.,,all
0,90,3,4.6248,0.18999999999999995,,... many of the gumballs.,,many
0,90,3,4.6248,0,,... some of the gumballs.,,some
0,90,3,4.6248,0.81,,,,other
0,100,4,4.6248,1,,... all of the gumballs.,,all
0,100,4,4.6248,0,,... many of the gumballs.,,many
0,100,4,4.6248,0,,... some of the gumballs.,,some
0,100,4,4.6248,0,,,,other
0,60,5,4.6248,0,,... all of the gumballs.,,all
0,60,5,4.6248,0,,... many of the gumballs.,,many
0,60,5,4.6248,1,,... some of the gumballs.,,some
0,60,5,4.6248,0,,,,other
0,25,6,4.6248,0,,... all of the gumballs.,,all
0,25,6,4.6248,0,,... many of the gumballs.,,many
0,25,6,4.6248,1,,... some of the gumballs.,,some
0,25,6,4.6248,0,,,,other
0,40,7,4.6248,0,,... all of the gumballs.,,all
0,40,7,4.6248,0,,... many of the gumballs.,,many
0,40,7,4.6248,1,,... some of the gumballs.,,some
0,40,7,4.6248,0,,,,other
0,90,8,4.6248,0,,... all of the gumballs.,,all
0,90,8,4.6248,0,,... many of the gumballs.,,many
0,90,8,4.6248,0,,... some of the gumballs.,,some
0,90,8,4.6248,1,,,,other
0,75,9,4.6248,0,,... all of the gumballs.,,all
0,75,9,4.6248,0,,... many of the gumballs.,,many
0,75,9,4.6248,1,,... some of the gumballs.,,some
0,75,9,4.6248,0,,,,other
0,50,10,4.6248,0,,... all of the gumballs.,,all
0,50,10,4.6248,0,,... many of the gumballs.,,many
0,50,10,4.6248,1,,... some of the gumballs.,,some
0,50,10,4.6248,0,,,,other
0,75,11,4.6248,0,,... all of the gumballs.,,all
0,75,11,4.6248,0,,... many of the gumballs.,,many
0,75,11,4.6248,1,,... some of the gumballs.,,some
0,75,11,4.6248,0,,,,other
0,40,12,4.6248,0,,... all of the gumballs.,,all
0,40,12,4.6248,0,,... many of the gumballs.,,many
0,40,12,4.6248,1,,... some of the gumballs.,,some
0,40,12,4.6248,0,,,,other
0,50,13,4.6248,0,,... all of the gumballs.,,all
0,50,13,4.6248,0,,... many of the gumballs.,,many
0,50,13,4.6248,1,,... some of the gumballs.,,some
0,50,13,4.6248,0,,,,other
0,60,14,4.6248,0,,... all of the gumballs.,,all
0,60,14,4.6248,0,,... many of the gumballs.,,many
0,60,14,4.6248,1,,... some of the gumballs.,,some
0,60,14,4.6248,0,,,,other
0,10,15,4.6248,0,,... all of the gumballs.,,all
0,10,15,4.6248,0,,... many of the gumballs.,,many
0,10,15,4.6248,0,,... some of the gumballs.,,some
0,10,15,4.6248,1,,,,other
0,25,16,4.6248,0,,... all of the gumballs.,,all
0,25,16,4.6248,0,,... many of the gumballs.,,many
0,25,16,4.6248,1,,... some of the gumballs.,,some
0,25,16,4.6248,0,,,,other
1,90,1,5.434183333333333,0.31,,... some of the gumballs.,,some
1,90,1,5.434183333333333,0.6900000000000001,,... many of the gumballs.,,many
1,90,1,5.434183333333333,0,,... all of the gumballs.,,all
1,90,1,5.434183333333333,0,,,,other
1,100,2,5.434183333333333,0,,... some of the gumballs.,,some
1,100,2,5.434183333333333,0,,... many of the gumballs.,,many
1,100,2,5.434183333333333,1,,... all of the gumballs.,,all
1,100,2,5.434183333333333,0,,,,other
1,40,3,5.434183333333333,0.59,,... some of the gumballs.,,some
1,40,3,5.434183333333333,0.4099999999999999,,... many of the gumballs.,,many
1,40,3,5.434183333333333,0,,... all of the gumballs.,,all
1,40,3,5.434183333333333,0,,,,other
1,100,4,5.434183333333333,0,,... some of the gumballs.,,some
1,100,4,5.434183333333333,0,,... many of the gumballs.,,many
1,100,4,5.434183333333333,1,,... all of the gumballs.,,all
1,100,4,5.434183333333333,0,,,,other
1,60,5,5.434183333333333,0.49,,... some of the gumballs.,,some
1,60,5,5.434183333333333,0.5099999999999999,,... many of the gumballs.,,many
1,60,5,5.434183333333333,0,,... all of the gumballs.,,all
1,60,5,5.434183333333333,0,,,,other
1,50,6,5.434183333333333,0.5,,... some of the gumballs.,,some
1,50,6,5.434183333333333,0.5,,... many of the gumballs.,,many
1,50,6,5.434183333333333,0,,... all of the gumballs.,,all
1,50,6,5.434183333333333,0,,,,other
1,25,7,5.434183333333333,0.77,,... some of the gumballs.,,some
1,25,7,5.434183333333333,0.22999999999999998,,... many of the gumballs.,,many
1,25,7,5.434183333333333,0,,... all of the gumballs.,,all
1,25,7,5.434183333333333,0,,,,other
1,60,8,5.434183333333333,0.44,,... some of the gumballs.,,some
1,60,8,5.434183333333333,0.56,,... many of the gumballs.,,many
1,60,8,5.434183333333333,0,,... all of the gumballs.,,all
1,60,8,5.434183333333333,0,,,,other
1,10,9,5.434183333333333,1,,... some of the gumballs.,,some
1,10,9,5.434183333333333,0,,... many of the gumballs.,,many
1,10,9,5.434183333333333,0,,... all of the gumballs.,,all
1,10,9,5.434183333333333,0,,,,other
1,90,10,5.434183333333333,0.3,,... some of the gumballs.,,some
1,90,10,5.434183333333333,0.7,,... many of the gumballs.,,many
1,90,10,5.434183333333333,0,,... all of the gumballs.,,all
1,90,10,5.434183333333333,0,,,,other
1,40,11,5.434183333333333,0.61,,... some of the gumballs.,,some
1,40,11,5.434183333333333,0.3899999999999999,,... many of the gumballs.,,many
1,40,11,5.434183333333333,0,,... all of the gumballs.,,all
1,40,11,5.434183333333333,0,,,,other
1,75,12,5.434183333333333,0.23,,... some of the gumballs.,,some
1,75,12,5.434183333333333,0.77,,... many of the gumballs.,,many
1,75,12,5.434183333333333,0,,... all of the gumballs.,,all
1,75,12,5.434183333333333,0,,,,other
1,50,13,5.434183333333333,0.52,,... some of the gumballs.,,some
1,50,13,5.434183333333333,0.48,,... many of the gumballs.,,many
1,50,13,5.434183333333333,0,,... all of the gumballs.,,all
1,50,13,5.434183333333333,0,,,,other
1,75,14,5.434183333333333,0.22,,... some of the gumballs.,,some
1,75,14,5.434183333333333,0.7799999999999999,,... many of the gumballs.,,many
1,75,14,5.434183333333333,0,,... all of the gumballs.,,all
1,75,14,5.434183333333333,0,,,,other
1,25,15,5.434183333333333,0.7400000000000001,,... some of the gumballs.,,some
1,25,15,5.434183333333333,0.2599999999999999,,... many of the gumballs.,,many
1,25,15,5.434183333333333,0,,... all of the gumballs.,,all
1,25,15,5.434183333333333,0,,,,other
1,10,16,5.434183333333333,1,,... some of the gumballs.,,some
1,10,16,5.434183333333333,0,,... many of the gumballs.,,many
1,10,16,5.434183333333333,0,,... all of the gumballs.,,all
1,10,16,5.434183333333333,0,,,,other
2,25,1,4.037916666666667,0.21,,... many of the gumballs.,,many
2,25,1,4.037916666666667,0.79,,... some of the gumballs.,,some
2,25,1,4.037916666666667,0,,... all of the gumballs.,,all
2,25,1,4.037916666666667,0,,,,other
2,90,2,4.037916666666667,0.6599999999999998,,... many of the gumballs.,,many
2,90,2,4.037916666666667,0.27,,... some of the gumballs.,,some
2,90,2,4.037916666666667,0.07,,... all of the gumballs.,,all
2,90,2,4.037916666666667,0,,,,other
2,75,3,4.037916666666667,0.68,,... many of the gumballs.,,many
2,75,3,4.037916666666667,0.31999999999999984,,... some of the gumballs.,,some
2,75,3,4.037916666666667,0,,... all of the gumballs.,,all
2,75,3,4.037916666666667,0,,,,other
2,60,4,4.037916666666667,0.69,,... many of the gumballs.,,many
2,60,4,4.037916666666667,0.31,,... some of the gumballs.,,some
2,60,4,4.037916666666667,0,,... all of the gumballs.,,all
2,60,4,4.037916666666667,0,,,,other
2,25,5,4.037916666666667,0.29000000000000004,,... many of the gumballs.,,many
2,25,5,4.037916666666667,0.71,,... some of the gumballs.,,some
2,25,5,4.037916666666667,0,,... all of the gumballs.,,all
2,25,5,4.037916666666667,0,,,,other
2,25,6,4.037916666666667,0.29000000000000004,,... many of the gumballs.,,many
2,25,6,4.037916666666667,0.71,,... some of the gumballs.,,some
2,25,6,4.037916666666667,0,,... all of the gumballs.,,all
2,25,6,4.037916666666667,0,,,,other
2,40,7,4.037916666666667,0.35,,... many of the gumballs.,,many
2,40,7,4.037916666666667,0.65,,... some of the gumballs.,,some
2,40,7,4.037916666666667,0,,... all of the gumballs.,,all
2,40,7,4.037916666666667,0,,,,other
2,75,8,4.037916666666667,0.73,,... many of the gumballs.,,many
2,75,8,4.037916666666667,0.2699999999999999,,... some of the gumballs.,,some
2,75,8,4.037916666666667,0,,... all of the gumballs.,,all
2,75,8,4.037916666666667,0,,,,other
2,40,9,4.037916666666667,0.42,,... many of the gumballs.,,many
2,40,9,4.037916666666667,0.58,,... some of the gumballs.,,some
2,40,9,4.037916666666667,0,,... all of the gumballs.,,all
2,40,9,4.037916666666667,0,,,,other
2,50,10,4.037916666666667,0.6799999999999999,,... many of the gumballs.,,many
2,50,10,4.037916666666667,0.3200000000000002,,... some of the gumballs.,,some
2,50,10,4.037916666666667,0,,... all of the gumballs.,,all
2,50,10,4.037916666666667,0,,,,other
2,100,11,4.037916666666667,0,,... many of the gumballs.,,many
2,100,11,4.037916666666667,0,,... some of the gumballs.,,some
2,100,11,4.037916666666667,1,,... all of the gumballs.,,all
2,100,11,4.037916666666667,0,,,,other
2,100,12,4.037916666666667,0,,... many of the gumballs.,,many
2,100,12,4.037916666666667,0,,... some of the gumballs.,,some
2,100,12,4.037916666666667,1,,... all of the gumballs.,,all
2,100,12,4.037916666666667,0,,,,other
2,90,13,4.037916666666667,0.68,,... many of the gumballs.,,many
2,90,13,4.037916666666667,0.20999999999999974,,... some of the gumballs.,,some
2,90,13,4.037916666666667,0.11,,... all of the gumballs.,,all
2,90,13,4.037916666666667,0,,,,other
2,50,14,4.037916666666667,0.57,,... many of the gumballs.,,many
2,50,14,4.037916666666667,0.43,,... some of the gumballs.,,some
2,50,14,4.037916666666667,0,,... all of the gumballs.,,all
2,50,14,4.037916666666667,0,,,,other
2,60,15,4.037916666666667,0.6599999999999999,,... many of the gumballs.,,many
2,60,15,4.037916666666667,0.34,,... some of the gumballs.,,some
2,60,15,4.037916666666667,0,,... all of the gumballs.,,all
2,60,15,4.037916666666667,0,,,,other
2,10,16,4.037916666666667,0.13,,... many of the gumballs.,,many
2,10,16,4.037916666666667,0.8700000000000001,,... some of the gumballs.,,some
2,10,16,4.037916666666667,0,,... all of the gumballs.,,all
2,10,16,4.037916666666667,0,,,,other
3,50,1,8.591766666666667,0.47,,... some of the gumballs.,,some
3,50,1,8.591766666666667,0.13,,... all of the gumballs.,,all
3,50,1,8.591766666666667,0.3999999999999999,,... many of the gumballs.,,many
3,50,1,8.591766666666667,0,,,,other
3,10,2,8.591766666666667,0.8099999999999999,,... some of the gumballs.,,some
3,10,2,8.591766666666667,0.04,,... all of the gumballs.,,all
3,10,2,8.591766666666667,0.15,,... many of the gumballs.,,many
3,10,2,8.591766666666667,0,,,,other
3,75,3,8.591766666666667,0.27,,... some of the gumballs.,,some
3,75,3,8.591766666666667,0.15,,... all of the gumballs.,,all
3,75,3,8.591766666666667,0.5800000000000001,,... many of the gumballs.,,many
3,75,3,8.591766666666667,0,,,,other
3,60,4,8.591766666666667,0.32,,... some of the gumballs.,,some
3,60,4,8.591766666666667,0.15,,... all of the gumballs.,,all
3,60,4,8.591766666666667,0.53,,... many of the gumballs.,,many
3,60,4,8.591766666666667,0,,,,other
3,40,5,8.591766666666667,0.48,,... some of the gumballs.,,some
3,40,5,8.591766666666667,0.27,,... all of the gumballs.,,all
3,40,5,8.591766666666667,0.25,,... many of the gumballs.,,many
3,40,5,8.591766666666667,0,,,,other
3,100,6,8.591766666666667,0.08,,... some of the gumballs.,,some
3,100,6,8.591766666666667,0.81,,... all of the gumballs.,,all
3,100,6,8.591766666666667,0.10999999999999988,,... many of the gumballs.,,many
3,100,6,8.591766666666667,0,,,,other
3,25,7,8.591766666666667,0.7000000000000001,,... some of the gumballs.,,some
3,25,7,8.591766666666667,0.08,,... all of the gumballs.,,all
3,25,7,8.591766666666667,0.22,,... many of the gumballs.,,many
3,25,7,8.591766666666667,0,,,,other
3,50,8,8.591766666666667,0.34,,... some of the gumballs.,,some
3,50,8,8.591766666666667,0.15,,... all of the gumballs.,,all
3,50,8,8.591766666666667,0.5100000000000001,,... many of the gumballs.,,many
3,50,8,8.591766666666667,0,,,,other
3,40,9,8.591766666666667,0.39,,... some of the gumballs.,,some
3,40,9,8.591766666666667,0.08,,... all of the gumballs.,,all
3,40,9,8.591766666666667,0.5299999999999999,,... many of the gumballs.,,many
3,40,9,8.591766666666667,0,,,,other
3,25,10,8.591766666666667,0.7600000000000001,,... some of the gumballs.,,some
3,25,10,8.591766666666667,0.1,,... all of the gumballs.,,all
3,25,10,8.591766666666667,0.14,,... many of the gumballs.,,many
3,25,10,8.591766666666667,0,,,,other
3,75,11,8.591766666666667,0.19,,... some of the gumballs.,,some
3,75,11,8.591766666666667,0.28,,... all of the gumballs.,,all
3,75,11,8.591766666666667,0.53,,... many of the gumballs.,,many
3,75,11,8.591766666666667,0,,,,other
3,90,12,8.591766666666667,0.26,,... some of the gumballs.,,some
3,90,12,8.591766666666667,0.16,,... all of the gumballs.,,all
3,90,12,8.591766666666667,0.58,,... many of the gumballs.,,many
3,90,12,8.591766666666667,0,,,,other
3,100,13,8.591766666666667,0.04,,... some of the gumballs.,,some
3,100,13,8.591766666666667,0.95,,... all of the gumballs.,,all
3,100,13,8.591766666666667,0.010000000000000009,,... many of the gumballs.,,many
3,100,13,8.591766666666667,0,,,,other
3,60,14,8.591766666666667,0.64,,... some of the gumballs.,,some
3,60,14,8.591766666666667,0.17,,... all of the gumballs.,,all
3,60,14,8.591766666666667,0.19,,... many of the gumballs.,,many
3,60,14,8.591766666666667,0,,,,other
3,10,15,8.591766666666667,0.9099999999999999,,... some of the gumballs.,,some
3,10,15,8.591766666666667,0.05,,... all of the gumballs.,,all
3,10,15,8.591766666666667,0.04,,... many of the gumballs.,,many
3,10,15,8.591766666666667,0,,,,other
3,90,16,8.591766666666667,0.8899999999999999,,... some of the gumballs.,,some
3,90,16,8.591766666666667,0.03,,... all of the gumballs.,,all
3,90,16,8.591766666666667,0.08,,... many of the gumballs.,,many
3,90,16,8.591766666666667,0,,,,other
4,50,1,6.877683333333334,0.31,,... some of the gumballs.,,some
4,50,1,6.877683333333334,0.69,,... many of the gumballs.,,many
4,50,1,6.877683333333334,0,,... all of the gumballs.,,all
4,50,1,6.877683333333334,0,,,,other
4,60,2,6.877683333333334,0,,... some of the gumballs.,,some
4,60,2,6.877683333333334,0.77,,... many of the gumballs.,,many
4,60,2,6.877683333333334,0,,... all of the gumballs.,,all
4,60,2,6.877683333333334,0.22999999999999998,,,,other
4,60,3,6.877683333333334,0,,... some of the gumballs.,,some
4,60,3,6.877683333333334,1,,... many of the gumballs.,,many
4,60,3,6.877683333333334,0,,... all of the gumballs.,,all
4,60,3,6.877683333333334,0,,,,other
4,25,4,6.877683333333334,1,,... some of the gumballs.,,some
4,25,4,6.877683333333334,0,,... many of the gumballs.,,many
4,25,4,6.877683333333334,0,,... all of the gumballs.,,all
4,25,4,6.877683333333334,0,,,,other
4,75,5,6.877683333333334,0,,... some of the gumballs.,,some
4,75,5,6.877683333333334,0.88,,... many of the gumballs.,,many
4,75,5,6.877683333333334,0.11999999999999988,,... all of the gumballs.,,all
4,75,5,6.877683333333334,0,,,,other
4,90,6,6.877683333333334,0,,... some of the gumballs.,,some
4,90,6,6.877683333333334,0.8,,... many of the gumballs.,,many
4,90,6,6.877683333333334,0,,... all of the gumballs.,,all
4,90,6,6.877683333333334,0.19999999999999996,,,,other
4,10,7,6.877683333333334,0.5,,... some of the gumballs.,,some
4,10,7,6.877683333333334,0,,... many of the gumballs.,,many
4,10,7,6.877683333333334,0,,... all of the gumballs.,,all
4,10,7,6.877683333333334,0.5,,,,other
4,40,8,6.877683333333334,1,,... some of the gumballs.,,some
4,40,8,6.877683333333334,0,,... many of the gumballs.,,many
4,40,8,6.877683333333334,0,,... all of the gumballs.,,all
4,40,8,6.877683333333334,0,,,,other
4,50,9,6.877683333333334,0,,... some of the gumballs.,,some
4,50,9,6.877683333333334,1,,... many of the gumballs.,,many
4,50,9,6.877683333333334,0,,... all of the gumballs.,,all
4,50,9,6.877683333333334,0,,,,other
4,90,10,6.877683333333334,0,,... some of the gumballs.,,some
4,90,10,6.877683333333334,0.10999999999999999,,... many of the gumballs.,,many
4,90,10,6.877683333333334,0.89,,... all of the gumballs.,,all
4,90,10,6.877683333333334,0,,,,other
4,75,11,6.877683333333334,0,,... some of the gumballs.,,some
4,75,11,6.877683333333334,0.81,,... many of the gumballs.,,many
4,75,11,6.877683333333334,0.19000000000000006,,... all of the gumballs.,,all
4,75,11,6.877683333333334,0,,,,other
4,10,12,6.877683333333334,0,,... some of the gumballs.,,some
4,10,12,6.877683333333334,0,,... many of the gumballs.,,many
4,10,12,6.877683333333334,0,,... all of the gumballs.,,all
4,10,12,6.877683333333334,1,,,,other
4,25,13,6.877683333333334,1,,... some of the gumballs.,,some
4,25,13,6.877683333333334,0,,... many of the gumballs.,,many
4,25,13,6.877683333333334,0,,... all of the gumballs.,,all
4,25,13,6.877683333333334,0,,,,other
4,100,14,6.877683333333334,0,,... some of the gumballs.,,some
4,100,14,6.877683333333334,0,,... many of the gumballs.,,many
4,100,14,6.877683333333334,1,,... all of the gumballs.,,all
4,100,14,6.877683333333334,0,,,,other
4,40,15,6.877683333333334,1,,... some of the gumballs.,,some
4,40,15,6.877683333333334,0,,... many of the gumballs.,,many
4,40,15,6.877683333333334,0,,... all of the gumballs.,,all
4,40,15,6.877683333333334,0,,,,other
4,100,16,6.877683333333334,0,,... some of the gumballs.,,some
4,100,16,6.877683333333334,0,,... many of the gumballs.,,many
4,100,16,6.877683333333334,1,,... all of the gumballs.,,all
4,100,16,6.877683333333334,0,,,,other
5,40,1,3.9631,0.26,,... many of the gumballs.,,many
5,40,1,3.9631,0.29,,... all of the gumballs.,,all
5,40,1,3.9631,0.2699999999999998,,... some of the gumballs.,,some
5,40,1,3.9631,0.18000000000000016,,,,other
5,25,2,3.9631,0.3,,... many of the gumballs.,,many
5,25,2,3.9631,0.66,,... all of the gumballs.,,all
5,25,2,3.9631,0.040000000000000036,,... some of the gumballs.,,some
5,25,2,3.9631,1.1102230246251565e-16,,,,other
5,50,3,3.9631,0.17,,... many of the gumballs.,,many
5,50,3,3.9631,0.43,,... all of the gumballs.,,all
5,50,3,3.9631,0.23,,... some of the gumballs.,,some
5,50,3,3.9631,0.16999999999999993,,,,other
5,50,4,3.9631,0.17,,... many of the gumballs.,,many
5,50,4,3.9631,0.27,,... all of the gumballs.,,all
5,50,4,3.9631,0.12,,... some of the gumballs.,,some
5,50,4,3.9631,0.43999999999999995,,,,other
5,90,5,3.9631,0.35,,... many of the gumballs.,,many
5,90,5,3.9631,0.07,,... all of the gumballs.,,all
5,90,5,3.9631,0.22,,... some of the gumballs.,,some
5,90,5,3.9631,0.3599999999999999,,,,other
5,60,6,3.9631,0.4,,... many of the gumballs.,,many
5,60,6,3.9631,0.3,,... all of the gumballs.,,all
5,60,6,3.9631,0.27,,... some of the gumballs.,,some
5,60,6,3.9631,0.030000000000000138,,,,other
5,100,7,3.9631,0.19,,... many of the gumballs.,,many
5,100,7,3.9631,0.49,,... all of the gumballs.,,all
5,100,7,3.9631,0.28,,... some of the gumballs.,,some
5,100,7,3.9631,0.04000000000000015,,,,other
5,60,8,3.9631,0.28,,... many of the gumballs.,,many
5,60,8,3.9631,0.14,,... all of the gumballs.,,all
5,60,8,3.9631,0.2,,... some of the gumballs.,,some
5,60,8,3.9631,0.3799999999999999,,,,other
5,40,9,3.9631,0.23,,... many of the gumballs.,,many
5,40,9,3.9631,0.31,,... all of the gumballs.,,all
5,40,9,3.9631,0.2,,... some of the gumballs.,,some
5,40,9,3.9631,0.26,,,,other
5,90,10,3.9631,0.25,,... many of the gumballs.,,many
5,90,10,3.9631,0.24,,... all of the gumballs.,,all
5,90,10,3.9631,0.35,,... some of the gumballs.,,some
5,90,10,3.9631,0.15999999999999992,,,,other
5,75,11,3.9631,0.18,,... many of the gumballs.,,many
5,75,11,3.9631,0.37,,... all of the gumballs.,,all
5,75,11,3.9631,0.24,,... some of the gumballs.,,some
5,75,11,3.9631,0.20999999999999996,,,,other
5,100,12,3.9631,0,,... many of the gumballs.,,many
5,100,12,3.9631,1,,... all of the gumballs.,,all
5,100,12,3.9631,0,,... some of the gumballs.,,some
5,100,12,3.9631,0,,,,other
5,25,13,3.9631,0.8,,... many of the gumballs.,,many
5,25,13,3.9631,0.13,,... all of the gumballs.,,all
5,25,13,3.9631,0.06999999999999984,,... some of the gumballs.,,some
5,25,13,3.9631,0,,,,other
5,10,14,3.9631,0.9199999999999999,,... many of the gumballs.,,many
5,10,14,3.9631,0.08,,... all of the gumballs.,,all
5,10,14,3.9631,0,,... some of the gumballs.,,some
5,10,14,3.9631,0,,,,other
5,75,15,3.9631,0.16000000000000003,,... many of the gumballs.,,many
5,75,15,3.9631,0.84,,... all of the gumballs.,,all
5,75,15,3.9631,0,,... some of the gumballs.,,some
5,75,15,3.9631,0,,,,other
5,10,16,3.9631,0.9299999999999999,,... many of the gumballs.,,many
5,10,16,3.9631,0.07,,... all of the gumballs.,,all
5,10,16,3.9631,0,,... some of the gumballs.,,some
5,10,16,3.9631,0,,,,other
6,10,1,6.59065,0.03,,... many of the gumballs.,,many
6,10,1,6.59065,0.43,,... some of the gumballs.,,some
6,10,1,6.59065,0,,... all of the gumballs.,,all
6,10,1,6.59065,0.5400000000000001,,,,other
6,100,2,6.59065,0.11,,... many of the gumballs.,,many
6,100,2,6.59065,0.1,,... some of the gumballs.,,some
6,100,2,6.59065,0.79,,... all of the gumballs.,,all
6,100,2,6.59065,0,,,,other
6,90,3,6.59065,0.61,,... many of the gumballs.,,many
6,90,3,6.59065,0.16,,... some of the gumballs.,,some
6,90,3,6.59065,0,,... all of the gumballs.,,all
6,90,3,6.59065,0.22999999999999998,,,,other
6,40,4,6.59065,0.35,,... many of the gumballs.,,many
6,40,4,6.59065,0.65,,... some of the gumballs.,,some
6,40,4,6.59065,0,,... all of the gumballs.,,all
6,40,4,6.59065,0,,,,other
6,60,5,6.59065,0.32000000000000006,,... many of the gumballs.,,many
6,60,5,6.59065,0.68,,... some of the gumballs.,,some
6,60,5,6.59065,0,,... all of the gumballs.,,all
6,60,5,6.59065,0,,,,other
6,90,6,6.59065,0.3,,... many of the gumballs.,,many
6,90,6,6.59065,0.3,,... some of the gumballs.,,some
6,90,6,6.59065,0,,... all of the gumballs.,,all
6,90,6,6.59065,0.4,,,,other
6,10,7,6.59065,0,,... many of the gumballs.,,many
6,10,7,6.59065,0.1,,... some of the gumballs.,,some
6,10,7,6.59065,0,,... all of the gumballs.,,all
6,10,7,6.59065,0.8999999999999999,,,,other
6,75,8,6.59065,0.26,,... many of the gumballs.,,many
6,75,8,6.59065,0.59,,... some of the gumballs.,,some
6,75,8,6.59065,2.220446049250313e-16,,... all of the gumballs.,,all
6,75,8,6.59065,0.1499999999999999,,,,other
6,25,9,6.59065,0.06,,... many of the gumballs.,,many
6,25,9,6.59065,0.9299999999999999,,... some of the gumballs.,,some
6,25,9,6.59065,0,,... all of the gumballs.,,all
6,25,9,6.59065,0,,,,other
6,40,10,6.59065,0.17000000000000004,,... many of the gumballs.,,many
6,40,10,6.59065,0.47,,... some of the gumballs.,,some
6,40,10,6.59065,0,,... all of the gumballs.,,all
6,40,10,6.59065,0.36,,,,other
6,50,11,6.59065,0.3,,... many of the gumballs.,,many
6,50,11,6.59065,0.29,,... some of the gumballs.,,some
6,50,11,6.59065,0,,... all of the gumballs.,,all
6,50,11,6.59065,0.41000000000000014,,,,other
6,60,12,6.59065,0.5,,... many of the gumballs.,,many
6,60,12,6.59065,0.5,,... some of the gumballs.,,some
6,60,12,6.59065,0,,... all of the gumballs.,,all
6,60,12,6.59065,0,,,,other
